id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed,latitude_2,longitude_2
29,OSS,29,turbine,40.93630566,-124.6895379,2.0,4.0,2.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7667.32,5364.44,7667.32,5364.44,2.465127694,0,40.92190724839476,-124.69643062634685
37,OSS,37,turbine,40.95070403,-124.6826421,2.0,5.0,2.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,6232.98,5886.5,6232.98,5886.5,2.465275179,0,40.92660827054864,-124.71346557861781
46,OSS,46,turbine,40.96510255,-124.6757433,2.0,6.0,2.0,6.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,4798.63,6408.56,4798.63,6408.56,2.465425829,0,40.931309288857435,-124.73050305735393
55,OSS,55,turbine,40.97950103,-124.6688415,2.0,7.0,2.0,7.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3364.28,6930.62,3364.28,6930.62,2.465579647,0,40.936010303321034,-124.74754294339405
60,OSS,60,turbine,41.00300587,-124.7541053,2.0,8.0,2.0,8.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1929.93,7452.68,1929.93,7452.68,2.465731403,0,40.94071131393937,-124.76458523629152
3,OSS,3,turbine,40.89781137,-124.7272358,3.0,0.0,3.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,13986.7,4875.18,13986.7,4875.18,1.879781968,0,40.91750157869945,-124.62140883162314
6,OSS,6,turbine,40.89281487,-124.7681744,3.0,1.0,3.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12552.3,5397.24,12552.3,5397.24,1.879637005,0,40.922202604456785,-124.63843806667626
12,OSS,12,turbine,40.9075088,-124.7033204,3.0,2.0,3.0,2.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,11118.0,5919.3,11118.0,5919.3,1.879565743,0,40.926903626369096,-124.65546852622406
21,OSS,21,turbine,40.92660827,-124.7134656,3.0,3.0,3.0,3.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,9683.65,6441.36,9683.65,6441.36,1.879452391,0,40.93160464443631,-124.67250199058114
30,OSS,30,turbine,40.94100667,-124.706576,3.0,4.0,3.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,8249.3,6963.42,8249.3,6963.42,1.87934301,0,40.93630565865832,-124.68953786572341
38,OSS,38,turbine,40.95540503,-124.6996835,3.0,5.0,3.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,6814.96,7485.48,6814.96,7485.48,1.879239405,0,40.94100666903506,-124.70657603245881
47,OSS,47,turbine,40.969803,-124.692788,3.0,6.0,3.0,6.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5380.61,8007.54,5380.61,8007.54,1.879133004,0,40.94570767556644,-124.72361672783634
56,OSS,56,turbine,40.98420147,-124.6858895,3.0,7.0,3.0,7.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3946.26,8529.6,3946.26,8529.6,1.879023812,0,40.950408678252366,-124.74065983266877
61,OSS,61,turbine,40.98449682,-124.6278421,3.0,8.0,3.0,8.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2511.92,9051.66,2511.92,9051.66,1.878920387,0,40.95510967709275,-124.75770522773365
7,OSS,7,turbine,40.90721345,-124.7613002,4.0,0.0,4.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,13134.3,6996.22,13134.3,6996.22,2.464547786,0,40.936601013980436,-124.63153244280319
13,OSS,13,turbine,40.91220984,-124.7203523,4.0,1.0,4.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,11700.0,7518.28,11700.0,7518.28,1.879603319,0,40.94130202411558,-124.648566111998
22,OSS,22,turbine,40.93130929,-124.7305031,4.0,2.0,4.0,2.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,10265.6,8040.34,10265.6,8040.34,1.879480613,0,40.94600303040534,-124.6656033820826
31,OSS,31,turbine,40.94570768,-124.7236167,4.0,3.0,4.0,3.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,8831.28,8562.4,8831.28,8562.4,1.879384468,0,40.95070403284967,-124.68264211504787
39,OSS,39,turbine,40.96010603,-124.7167274,4.0,4.0,4.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7396.94,9084.46,7396.94,9084.46,1.879275139,0,40.95540503144845,-124.69968349801259
48,OSS,48,turbine,40.97450434,-124.7098351,4.0,5.0,4.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5962.59,9606.52,5962.59,9606.52,1.879168729,0,40.96010602620161,-124.71672741179879
57,OSS,57,turbine,40.9889028,-124.7029398,4.0,6.0,4.0,6.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,4528.24,10128.6,4528.24,10128.6,1.879081205,0,40.964807197202866,-124.7337737375174
62,OSS,62,turbine,40.99889525,-124.6209276,4.0,7.0,4.0,7.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3093.9,10650.6,3093.9,10650.6,1.878914545,0,40.96950764398335,-124.75082235420578
65,OSS,65,turbine,40.99389858,-124.6619371,4.0,8.0,4.0,8.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1659.55,11172.7,1659.55,11172.7,12.36606473,0,40.97420898738646,-124.76787350220583
8,OSS,8,turbine,40.88870463,-124.6352175,5.0,0.0,5.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,13716.3,8595.2,13716.3,8595.2,1.879609526,0,40.9509993874318,-124.62462382032471
14,OSS,14,turbine,40.91691087,-124.7373864,5.0,1.0,5.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12282.0,9117.26,12282.0,9117.26,1.879806982,0,40.955700385788965,-124.6416607009248
23,OSS,23,turbine,40.9360103,-124.7475429,5.0,2.0,5.0,2.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,10847.6,9639.32,10847.6,9639.32,1.879536335,0,40.9604013803005,-124.65870118482954
32,OSS,32,turbine,40.95040868,-124.7406598,5.0,3.0,5.0,3.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,9413.27,10161.4,9413.27,10161.4,1.879442893,0,40.965102551060134,-124.67574325252512
40,OSS,40,turbine,40.9648072,-124.7337737,5.0,4.0,5.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7978.92,10683.4,7978.92,10683.4,1.87927709,0,40.96980299759902,-124.69278797168606
49,OSS,49,turbine,40.97920568,-124.7268845,5.0,5.0,5.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,6544.57,11205.5,6544.57,11205.5,1.879207267,0,40.974504340760475,-124.70983510607454
58,OSS,58,turbine,40.99360323,-124.7199925,5.0,6.0,5.0,6.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5110.23,11727.6,5110.23,11727.6,1.879122584,0,40.979205680075374,-124.72688453559361
63,OSS,63,turbine,40.98919815,-124.6448878,5.0,7.0,5.0,7.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3675.88,12249.6,3675.88,12249.6,1.879014482,0,40.983906115077524,-124.74393649566453
66,OSS,66,turbine,40.9985999,-124.6789879,5.0,8.0,5.0,8.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2241.53,12771.7,2241.53,12771.7,1.878904351,0,40.988607446699774,-124.76099087031648
9,OSS,9,turbine,40.89340568,-124.6522391,6.0,0.0,6.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,14298.3,10194.2,14298.3,10194.2,1.700093155,0,40.96539790490222,-124.61771219607661
15,OSS,15,turbine,40.92161189,-124.7544231,6.0,1.0,6.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12863.9,10716.2,12863.9,10716.2,1.87964399,0,40.9700983511995,-124.63475347774855
24,OSS,24,turbine,40.94071131,-124.7645852,6.0,2.0,6.0,2.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,11429.6,11238.3,11429.6,11238.3,1.879574863,0,40.97479969411932,-124.65179598931837
33,OSS,33,turbine,40.95510968,-124.7577052,6.0,3.0,6.0,3.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,9995.25,11760.4,9995.25,11760.4,1.87948141,0,40.979501033192555,-124.66884151234167
41,OSS,41,turbine,40.96950764,-124.7508224,6.0,4.0,6.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,8560.9,12282.4,8560.9,12282.4,1.879372063,0,40.98420146795309,-124.68588945139172
50,OSS,50,turbine,40.98390612,-124.7439365,6.0,5.0,6.0,5.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7126.55,12804.5,7126.55,12804.5,1.879265632,0,40.98890279933368,-124.7029398077343
59,OSS,59,turbine,40.99830455,-124.7370476,6.0,6.0,6.0,6.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5692.21,13326.5,5692.21,13326.5,1.879062291,0,40.99360322640286,-124.71999245990438
64,OSS,64,turbine,41.00359657,-124.6379766,6.0,7.0,6.0,7.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,4257.86,13848.6,4257.86,13848.6,1.879051911,0,40.99830455009046,-124.73704764777361
67,OSS,67,turbine,41.00330122,-124.6960414,6.0,8.0,6.0,8.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2823.51,14370.7,2823.51,14370.7,7.795429643,0,41.00300586993106,-124.75410525085304
16,OSS,16,turbine,40.90310312,-124.6283147,7.0,0.0,7.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,13445.9,12315.2,13445.9,12315.2,5.049412158,0,40.984496820813476,-124.62784206379304
25,OSS,25,turbine,40.91750158,-124.6214088,7.0,1.0,7.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12011.6,12837.3,12011.6,12837.3,7.149009091,0,40.989198151952394,-124.64488779245681
34,OSS,34,turbine,40.93660101,-124.6315324,7.0,2.0,7.0,2.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,10577.2,13359.3,10577.2,13359.3,6.499415829,0,40.993898578779955,-124.66193712844594
42,OSS,42,turbine,40.97420899,-124.7678735,7.0,3.0,7.0,3.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,9142.88,13881.4,9142.88,13881.4,8.511518759,0,40.99859990222588,-124.67898793326134
51,OSS,51,turbine,40.98860745,-124.7609909,7.0,4.0,7.0,4.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7708.54,14403.5,7708.54,14403.5,3.663072698,0,41.0033012218248,-124.69604139446491
17,OSS,17,turbine,40.90780416,-124.6453395,8.0,0.0,8.0,0.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,14027.9,13914.2,14027.9,13914.2,3.223718375,0,40.998895254346095,-124.62092764342646
26,OSS,26,turbine,40.9222026,-124.6384381,8.0,1.0,8.0,1.0,0.0,15MW_core_wind_floating.yaml,array_core_wind.yaml,12593.6,14436.3,12593.6,14436.3,5.049460846,0,41.00359657370335,-124.63797659094655
OSS,OSS,OSS,substation,40.9319,-124.6145,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,14568.7,6474.16,14568.7,6474.16,0.0,0,40.9319,-124.6145
