id,substation_id,name,type,latitude,longitude,string_actual,order_actual,string,order,distance,subassembly,upstream_cable,easting,northing,floris_x,floris_y,cable_length,bury_speed
E1,OSS,E1,turbine,41.84719994,-124.0182153,7,4,7,4,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5962.59,9606.52,5962.59,9606.52,0,0
F1,OSS,F1,turbine,42.03365852,-124.0231694,7,5,7,5,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,6544.57,11205.5,6544.57,11205.5,0,0
G1,OSS,G1,turbine,42.22053794,-124.0280765,7,6,7,6,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7126.55,12804.5,7126.55,12804.5,0,0
a,OSS,a,turbine,42.40783333,-124.0329367,8,0,8,0,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,7708.54,14403.5,7708.54,14403.5,0,0
b,OSS,b,turbine,40.98136916,-123.979939,8,1,8,1,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1618.34,2133.67,1618.34,2133.67,0,0
c,OSS,c,turbine,41.16523672,-123.9851103,8,2,8,2,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2200.32,3732.66,2200.32,3732.66,0,0
d,OSS,d,turbine,41.34953036,-123.9902356,8,3,8,3,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2782.3,5331.64,2782.3,5331.64,0,0
e,OSS,e,turbine,41.5342489,-123.9953147,8,4,8,4,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3364.28,6930.62,3364.28,6930.62,0,0
f,OSS,f,turbine,41.71938992,-124.0003474,8,5,8,5,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3946.26,8529.6,3946.26,8529.6,0,0
g,OSS,g,turbine,41.9049533,-124.0053336,8,6,8,6,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,4528.24,10128.6,4528.24,10128.6,0,0
sfdz,OSS,sfdz,turbine,42.09093426,-124.0102732,9,0,9,0,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5110.23,11727.6,5110.23,11727.6,0,0
id,OSS,id,turbine,42.27731866,-124.0151659,9,1,9,1,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,5692.21,13326.5,5692.21,13326.5,0,0
h,OSS,h,turbine,41.59260933,-123.9824579,9,2,9,2,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1929.93,7452.68,1929.93,7452.68,0,0
g,OSS,g,turbine,41.77727942,-123.9874761,9,3,9,3,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2511.92,9051.66,2511.92,9051.66,0,0
dsf,OSS,dsf,turbine,41.96236146,-123.9924477,9,4,9,4,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3093.9,10650.6,3093.9,10650.6,0,0
ghtr6ytg,OSS,ghtr6ytg,turbine,42.14786447,-123.9973728,9,5,9,5,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,3675.88,12249.6,3675.88,12249.6,0,0
sdsa,OSS,sdsa,turbine,42.33377904,-124.0022511,9,6,9,6,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,4257.86,13848.6,4257.86,13848.6,0,0
dfg,OSS,dfg,turbine,42.01944791,-123.9795575,10,0,10,0,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,1659.55,11172.7,1659.55,11172.7,0,0
dsa,OSS,dsa,turbine,42.20447504,-123.9844682,10,1,10,1,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2241.53,12771.7,2241.53,12771.7,0,0
S,OSS,S,turbine,42.38991029,-123.9893322,10,2,10,2,0,15MW_core_wind_floating.yaml,array_core_wind.yaml,2823.51,14370.7,2823.51,14370.7,0,0
OSS,OSS,OSS,substation,41.49347689,-124.0954136,,,,,,offshore_substation_core_wind.yaml,export_core_wind.yaml,14568.7,6474.16,14568.7,6474.16,0,0
